Name,Nationality,Gender,Birth Year,Death Year,Living Status,Age
Key L. Nilson,Swedish,Male,1938,2002,FALSE,64
Gladys Nilsson,American,Female,1940,Alive,TRUE,#VALUE!
Bruno Ninaber Van Eyben,Dutch,Male,1950,Alive,TRUE,#VALUE!
Hermann Nitsch,Austrian,Male,1938,Alive,TRUE,#VALUE!
Erik Nitsche,Swiss,Male,1908,1998,FALSE,90
Oscar Nitzchke,American,Male,1900,1991,FALSE,91
Niviaksiak,Canadian,Male,1908,1959,FALSE,51
Constantino Nivola,American,Male,1911,1988,FALSE,77
Nicholas Nixon,American,Male,1947,Alive,TRUE,#VALUE!
Marcello Nizzoli,Italian,Male,1887,1969,FALSE,82
Anthony Nobile,American,Male,1938,Alive,TRUE,#VALUE!
Tetsuya Noda,Japanese,Male,1940,Alive,TRUE,#VALUE!
Francis Noel,Nationality unknown,Male,1937,Alive,TRUE,#VALUE!
Georges Noël,French,Male,1924,2010,FALSE,86
Anne Noggle,American,Female,1922,2005,FALSE,83
Isamu Noguchi,American,Male,1904,1988,FALSE,84
Sidney Nolan,Australian,Male,1917,1992,FALSE,75
Kenneth Noland,American,Male,1924,2010,FALSE,86
Emil Nolde,German,Male,1867,1956,FALSE,89
Richard Nonas,American,Male,1936,Alive,TRUE,#VALUE!
John Noneman,American,Male,1938,Alive,TRUE,#VALUE!
Barbara Norfleet,American,Female,1926,Alive,TRUE,#VALUE!
Dorothy Norman,American,Female,1905,1997,FALSE,92
